STORE_ID,DEPT_ID,STORE_TYPE,STORE_SIZE,GOLD_LOADED_AT
37,9,C,39910,2026-07-13 13:09:01.728 -0700
36,40,A,39910,2026-07-13 13:09:01.728 -0700
40,22,A,155083,2026-07-13 13:09:01.728 -0700
3,60,B,37392,2026-07-13 13:09:01.728 -0700
43,92,C,41062,2026-07-13 13:09:01.728 -0700
23,19,B,114533,2026-07-13 13:09:01.728 -0700
33,38,A,39690,2026-07-13 13:09:01.728 -0700
27,40,A,204184,2026-07-13 13:09:01.728 -0700
39,28,A,184109,2026-07-13 13:09:01.728 -0700
1,55,A,151315,2026-07-13 13:09:01.728 -0700
18,80,B,120653,2026-07-13 13:09:01.728 -0700
11,8,A,207499,2026-07-13 13:09:01.728 -0700
44,25,C,39910,2026-07-13 13:09:01.728 -0700
2,29,A,202307,2026-07-13 13:09:01.728 -0700
5,79,B,34875,2026-07-13 13:09:01.728 -0700
6,71,A,202505,2026-07-13 13:09:01.728 -0700
27,2,A,204184,2026-07-13 13:09:01.728 -0700
21,82,B,140167,2026-07-13 13:09:01.728 -0700
6,31,A,202505,2026-07-13 13:09:01.728 -0700
4,30,A,205863,2026-07-13 13:09:01.728 -0700
14,95,A,200898,2026-07-13 13:09:01.728 -0700
27,95,A,204184,2026-07-13 13:09:01.728 -0700
25,95,B,128107,2026-07-13 13:09:01.728 -0700
34,33,A,158114,2026-07-13 13:09:01.728 -0700
38,27,C,39690,2026-07-13 13:09:01.728 -0700
3,22,B,37392,2026-07-13 13:09:01.728 -0700
33,92,A,39690,2026-07-13 13:09:01.728 -0700
11,17,A,207499,2026-07-13 13:09:01.728 -0700
34,20,A,158114,2026-07-13 13:09:01.728 -0700
2,7,A,202307,2026-07-13 13:09:01.728 -0700
8,38,A,155078,2026-07-13 13:09:01.728 -0700
11,13,A,207499,2026-07-13 13:09:01.728 -0700
13,87,A,219622,2026-07-13 13:09:01.728 -0700
26,56,A,152513,2026-07-13 13:09:01.728 -0700
23,82,B,114533,2026-07-13 13:09:01.728 -0700
38,28,C,39690,2026-07-13 13:09:01.728 -0700
28,54,A,206302,2026-07-13 13:09:01.728 -0700
15,30,B,123737,2026-07-13 13:09:01.728 -0700
35,2,B,103681,2026-07-13 13:09:01.728 -0700
24,31,A,203819,2026-07-13 13:09:01.728 -0700
45,11,B,118221,2026-07-13 13:09:01.728 -0700
45,91,B,118221,2026-07-13 13:09:01.728 -0700
22,7,B,119557,2026-07-13 13:09:01.728 -0700
14,52,A,200898,2026-07-13 13:09:01.728 -0700
45,95,B,118221,2026-07-13 13:09:01.728 -0700
4,33,A,205863,2026-07-13 13:09:01.728 -0700
30,46,C,42988,2026-07-13 13:09:01.728 -0700
41,22,A,196321,2026-07-13 13:09:01.728 -0700
10,17,B,126512,2026-07-13 13:09:01.728 -0700
20,2,A,203742,2026-07-13 13:09:01.728 -0700
44,20,C,39910,2026-07-13 13:09:01.728 -0700
29,83,B,93638,2026-07-13 13:09:01.728 -0700
14,44,A,200898,2026-07-13 13:09:01.728 -0700
23,9,B,114533,2026-07-13 13:09:01.728 -0700
10,33,B,126512,2026-07-13 13:09:01.728 -0700
3,38,B,37392,2026-07-13 13:09:01.728 -0700
38,29,C,39690,2026-07-13 13:09:01.728 -0700
32,90,A,203007,2026-07-13 13:09:01.728 -0700
33,74,A,39690,2026-07-13 13:09:01.728 -0700
35,59,B,103681,2026-07-13 13:09:01.728 -0700
40,67,A,155083,2026-07-13 13:09:01.728 -0700
27,11,A,204184,2026-07-13 13:09:01.728 -0700
1,67,A,151315,2026-07-13 13:09:01.728 -0700
21,27,B,140167,2026-07-13 13:09:01.728 -0700
28,1,A,206302,2026-07-13 13:09:01.728 -0700
12,45,B,112238,2026-07-13 13:09:01.728 -0700
11,40,A,207499,2026-07-13 13:09:01.728 -0700
30,20,C,42988,2026-07-13 13:09:01.728 -0700
37,11,C,39910,2026-07-13 13:09:01.728 -0700
35,52,B,103681,2026-07-13 13:09:01.728 -0700
11,7,A,207499,2026-07-13 13:09:01.728 -0700
12,55,B,112238,2026-07-13 13:09:01.728 -0700
32,34,A,203007,2026-07-13 13:09:01.728 -0700
45,6,B,118221,2026-07-13 13:09:01.728 -0700
11,4,A,207499,2026-07-13 13:09:01.728 -0700
5,11,B,34875,2026-07-13 13:09:01.728 -0700
40,71,A,155083,2026-07-13 13:09:01.728 -0700
20,71,A,203742,2026-07-13 13:09:01.728 -0700
21,79,B,140167,2026-07-13 13:09:01.728 -0700
5,45,B,34875,2026-07-13 13:09:01.728 -0700
31,32,A,203750,2026-07-13 13:09:01.728 -0700
40,14,A,155083,2026-07-13 13:09:01.728 -0700
12,29,B,112238,2026-07-13 13:09:01.728 -0700
38,52,C,39690,2026-07-13 13:09:01.728 -0700
14,17,A,200898,2026-07-13 13:09:01.728 -0700
36,8,A,39910,2026-07-13 13:09:01.728 -0700
30,81,C,42988,2026-07-13 13:09:01.728 -0700
34,44,A,158114,2026-07-13 13:09:01.728 -0700
20,87,A,203742,2026-07-13 13:09:01.728 -0700
41,97,A,196321,2026-07-13 13:09:01.728 -0700
40,31,A,155083,2026-07-13 13:09:01.728 -0700
32,8,A,203007,2026-07-13 13:09:01.728 -0700
6,5,A,202505,2026-07-13 13:09:01.728 -0700
33,26,A,39690,2026-07-13 13:09:01.728 -0700
29,13,B,93638,2026-07-13 13:09:01.728 -0700
30,26,C,42988,2026-07-13 13:09:01.728 -0700
21,18,B,140167,2026-07-13 13:09:01.728 -0700
4,44,A,205863,2026-07-13 13:09:01.728 -0700
18,95,B,120653,2026-07-13 13:09:01.728 -0700
2,97,A,202307,2026-07-13 13:09:01.728 -0700
22,2,B,119557,2026-07-13 13:09:01.728 -0700
29,27,B,93638,2026-07-13 13:09:01.728 -0700
6,2,A,202505,2026-07-13 13:09:01.728 -0700
31,95,A,203750,2026-07-13 13:09:01.728 -0700
8,45,A,155078,2026-07-13 13:09:01.728 -0700
28,56,A,206302,2026-07-13 13:09:01.728 -0700
25,92,B,128107,2026-07-13 13:09:01.728 -0700
18,28,B,120653,2026-07-13 13:09:01.728 -0700
17,36,B,93188,2026-07-13 13:09:01.728 -0700
7,44,B,70713,2026-07-13 13:09:01.728 -0700
26,8,A,152513,2026-07-13 13:09:01.728 -0700
42,96,C,39690,2026-07-13 13:09:01.728 -0700
34,99,A,158114,2026-07-13 13:09:01.728 -0700
45,29,B,118221,2026-07-13 13:09:01.728 -0700
5,55,B,34875,2026-07-13 13:09:01.728 -0700
11,94,A,207499,2026-07-13 13:09:01.728 -0700
13,50,A,219622,2026-07-13 13:09:01.728 -0700
24,92,A,203819,2026-07-13 13:09:01.728 -0700
2,54,A,202307,2026-07-13 13:09:01.728 -0700
6,1,A,202505,2026-07-13 13:09:01.728 -0700
19,96,A,203819,2026-07-13 13:09:01.728 -0700
12,92,B,112238,2026-07-13 13:09:01.728 -0700
24,83,A,203819,2026-07-13 13:09:01.728 -0700
13,8,A,219622,2026-07-13 13:09:01.728 -0700
21,97,B,140167,2026-07-13 13:09:01.728 -0700
32,91,A,203007,2026-07-13 13:09:01.728 -0700
26,90,A,152513,2026-07-13 13:09:01.728 -0700
7,26,B,70713,2026-07-13 13:09:01.728 -0700
37,38,C,39910,2026-07-13 13:09:01.728 -0700
39,17,A,184109,2026-07-13 13:09:01.728 -0700
14,60,A,200898,2026-07-13 13:09:01.728 -0700
7,36,B,70713,2026-07-13 13:09:01.728 -0700
25,8,B,128107,2026-07-13 13:09:01.728 -0700
36,82,A,39910,2026-07-13 13:09:01.728 -0700
30,5,C,42988,2026-07-13 13:09:01.728 -0700
31,56,A,203750,2026-07-13 13:09:01.728 -0700
37,12,C,39910,2026-07-13 13:09:01.728 -0700
24,32,A,203819,2026-07-13 13:09:01.728 -0700
15,79,B,123737,2026-07-13 13:09:01.728 -0700
23,34,B,114533,2026-07-13 13:09:01.728 -0700
35,79,B,103681,2026-07-13 13:09:01.728 -0700
32,45,A,203007,2026-07-13 13:09:01.728 -0700
25,74,B,128107,2026-07-13 13:09:01.728 -0700
34,59,A,158114,2026-07-13 13:09:01.728 -0700
11,91,A,207499,2026-07-13 13:09:01.728 -0700
1,1,A,151315,2026-07-13 13:09:01.728 -0700
1,74,A,151315,2026-07-13 13:09:01.728 -0700
12,4,B,112238,2026-07-13 13:09:01.728 -0700
29,95,B,93638,2026-07-13 13:09:01.728 -0700
7,47,B,70713,2026-07-13 13:09:01.728 -0700
22,67,B,119557,2026-07-13 13:09:01.728 -0700
28,3,A,206302,2026-07-13 13:09:01.728 -0700
16,3,B,57197,2026-07-13 13:09:01.728 -0700
7,45,B,70713,2026-07-13 13:09:01.728 -0700
38,98,C,39690,2026-07-13 13:09:01.728 -0700
3,6,B,37392,2026-07-13 13:09:01.728 -0700
11,47,A,207499,2026-07-13 13:09:01.728 -0700
32,33,A,203007,2026-07-13 13:09:01.728 -0700
4,48,A,205863,2026-07-13 13:09:01.728 -0700
19,28,A,203819,2026-07-13 13:09:01.728 -0700
19,80,A,203819,2026-07-13 13:09:01.728 -0700
3,92,B,37392,2026-07-13 13:09:01.728 -0700
44,96,C,39910,2026-07-13 13:09:01.728 -0700
11,29,A,207499,2026-07-13 13:09:01.728 -0700
7,29,B,70713,2026-07-13 13:09:01.728 -0700
12,99,B,112238,2026-07-13 13:09:01.728 -0700
37,99,C,39910,2026-07-13 13:09:01.728 -0700
19,78,A,203819,2026-07-13 13:09:01.728 -0700
19,99,A,203819,2026-07-13 13:09:01.728 -0700
10,21,B,126512,2026-07-13 13:09:01.728 -0700
13,95,A,219622,2026-07-13 13:09:01.728 -0700
43,32,C,41062,2026-07-13 13:09:01.728 -0700
23,81,B,114533,2026-07-13 13:09:01.728 -0700
38,22,C,39690,2026-07-13 13:09:01.728 -0700
25,49,B,128107,2026-07-13 13:09:01.728 -0700
10,87,B,126512,2026-07-13 13:09:01.728 -0700
3,55,B,37392,2026-07-13 13:09:01.728 -0700
4,42,A,205863,2026-07-13 13:09:01.728 -0700
45,18,B,118221,2026-07-13 13:09:01.728 -0700
12,12,B,112238,2026-07-13 13:09:01.728 -0700
43,81,C,41062,2026-07-13 13:09:01.728 -0700
26,46,A,152513,2026-07-13 13:09:01.728 -0700
43,1,C,41062,2026-07-13 13:09:01.728 -0700
14,41,A,200898,2026-07-13 13:09:01.728 -0700
3,45,B,37392,2026-07-13 13:09:01.728 -0700
34,8,A,158114,2026-07-13 13:09:01.728 -0700
37,81,C,39910,2026-07-13 13:09:01.728 -0700
19,97,A,203819,2026-07-13 13:09:01.728 -0700
43,33,C,41062,2026-07-13 13:09:01.728 -0700
28,43,A,206302,2026-07-13 13:09:01.728 -0700
14,2,A,200898,2026-07-13 13:09:01.728 -0700
4,37,A,205863,2026-07-13 13:09:01.728 -0700
2,16,A,202307,2026-07-13 13:09:01.728 -0700
42,85,C,39690,2026-07-13 13:09:01.728 -0700
14,45,A,200898,2026-07-13 13:09:01.728 -0700
8,55,A,155078,2026-07-13 13:09:01.728 -0700
9,72,B,125833,2026-07-13 13:09:01.728 -0700
13,31,A,219622,2026-07-13 13:09:01.728 -0700
5,49,B,34875,2026-07-13 13:09:01.728 -0700
31,81,A,203750,2026-07-13 13:09:01.728 -0700
33,56,A,39690,2026-07-13 13:09:01.728 -0700
30,56,C,42988,2026-07-13 13:09:01.728 -0700
29,51,B,93638,2026-07-13 13:09:01.728 -0700
37,44,C,39910,2026-07-13 13:09:01.728 -0700
18,47,B,120653,2026-07-13 13:09:01.728 -0700
45,34,B,118221,2026-07-13 13:09:01.728 -0700
8,78,A,155078,2026-07-13 13:09:01.728 -0700
30,24,C,42988,2026-07-13 13:09:01.728 -0700
35,19,B,103681,2026-07-13 13:09:01.728 -0700
12,54,B,112238,2026-07-13 13:09:01.728 -0700
21,48,B,140167,2026-07-13 13:09:01.728 -0700
37,33,C,39910,2026-07-13 13:09:01.728 -0700
16,58,B,57197,2026-07-13 13:09:01.728 -0700
16,78,B,57197,2026-07-13 13:09:01.728 -0700
31,78,A,203750,2026-07-13 13:09:01.728 -0700
12,78,B,112238,2026-07-13 13:09:01.728 -0700
29,77,B,93638,2026-07-13 13:09:01.728 -0700
42,33,C,39690,2026-07-13 13:09:01.728 -0700
44,71,C,39910,2026-07-13 13:09:01.728 -0700
14,43,A,200898,2026-07-13 13:09:01.728 -0700
43,71,C,41062,2026-07-13 13:09:01.728 -0700
18,39,B,120653,2026-07-13 13:09:01.728 -0700
36,24,A,39910,2026-07-13 13:09:01.728 -0700
26,78,A,152513,2026-07-13 13:09:01.728 -0700
44,49,C,39910,2026-07-13 13:09:01.728 -0700
33,49,A,39690,2026-07-13 13:09:01.728 -0700
30,29,C,42988,2026-07-13 13:09:01.728 -0700
13,77,A,219622,2026-07-13 13:09:01.728 -0700
21,50,B,140167,2026-07-13 13:09:01.728 -0700
23,99,B,114533,2026-07-13 13:09:01.728 -0700
36,41,A,39910,2026-07-13 13:09:01.728 -0700
13,43,A,219622,2026-07-13 13:09:01.728 -0700
21,78,B,140167,2026-07-13 13:09:01.728 -0700
25,96,B,128107,2026-07-13 13:09:01.728 -0700
9,93,B,125833,2026-07-13 13:09:01.728 -0700
33,71,A,39690,2026-07-13 13:09:01.728 -0700
3,83,B,37392,2026-07-13 13:09:01.728 -0700
11,83,A,207499,2026-07-13 13:09:01.728 -0700
31,9,A,203750,2026-07-13 13:09:01.728 -0700
35,27,B,103681,2026-07-13 13:09:01.728 -0700
8,26,A,155078,2026-07-13 13:09:01.728 -0700
39,83,A,184109,2026-07-13 13:09:01.728 -0700
23,14,B,114533,2026-07-13 13:09:01.728 -0700
17,87,B,93188,2026-07-13 13:09:01.728 -0700
28,26,A,206302,2026-07-13 13:09:01.728 -0700
11,10,A,207499,2026-07-13 13:09:01.728 -0700
44,28,C,39910,2026-07-13 13:09:01.728 -0700
14,24,A,200898,2026-07-13 13:09:01.728 -0700
34,21,A,158114,2026-07-13 13:09:01.728 -0700
8,37,A,155078,2026-07-13 13:09:01.728 -0700
20,9,A,203742,2026-07-13 13:09:01.728 -0700
5,16,B,34875,2026-07-13 13:09:01.728 -0700
29,35,B,93638,2026-07-13 13:09:01.728 -0700
35,10,B,103681,2026-07-13 13:09:01.728 -0700
38,46,C,39690,2026-07-13 13:09:01.728 -0700
14,10,A,200898,2026-07-13 13:09:01.728 -0700
26,55,A,152513,2026-07-13 13:09:01.728 -0700
12,36,B,112238,2026-07-13 13:09:01.728 -0700
2,94,A,202307,2026-07-13 13:09:01.728 -0700
35,46,B,103681,2026-07-13 13:09:01.728 -0700
44,8,C,39910,2026-07-13 13:09:01.728 -0700
13,22,A,219622,2026-07-13 13:09:01.728 -0700
17,26,B,93188,2026-07-13 13:09:01.728 -0700
23,42,B,114533,2026-07-13 13:09:01.728 -0700
8,42,A,155078,2026-07-13 13:09:01.728 -0700
7,16,B,70713,2026-07-13 13:09:01.728 -0700
25,25,B,128107,2026-07-13 13:09:01.728 -0700
9,96,B,125833,2026-07-13 13:09:01.728 -0700
21,46,B,140167,2026-07-13 13:09:01.728 -0700
35,14,B,103681,2026-07-13 13:09:01.728 -0700
28,17,A,206302,2026-07-13 13:09:01.728 -0700
5,36,B,34875,2026-07-13 13:09:01.728 -0700
30,4,C,42988,2026-07-13 13:09:01.728 -0700
10,95,B,126512,2026-07-13 13:09:01.728 -0700
39,16,A,184109,2026-07-13 13:09:01.728 -0700
9,31,B,125833,2026-07-13 13:09:01.728 -0700
14,80,A,200898,2026-07-13 13:09:01.728 -0700
1,96,A,151315,2026-07-13 13:09:01.728 -0700
23,6,B,114533,2026-07-13 13:09:01.728 -0700
7,42,B,70713,2026-07-13 13:09:01.728 -0700
43,3,C,41062,2026-07-13 13:09:01.728 -0700
31,20,A,203750,2026-07-13 13:09:01.728 -0700
19,4,A,203819,2026-07-13 13:09:01.728 -0700
31,22,A,203750,2026-07-13 13:09:01.728 -0700
34,12,A,158114,2026-07-13 13:09:01.728 -0700
10,98,B,126512,2026-07-13 13:09:01.728 -0700
39,44,A,184109,2026-07-13 13:09:01.728 -0700
29,12,B,93638,2026-07-13 13:09:01.728 -0700
6,45,A,202505,2026-07-13 13:09:01.728 -0700
27,4,A,204184,2026-07-13 13:09:01.728 -0700
35,22,B,103681,2026-07-13 13:09:01.728 -0700
6,23,A,202505,2026-07-13 13:09:01.728 -0700
29,10,B,93638,2026-07-13 13:09:01.728 -0700
2,98,A,202307,2026-07-13 13:09:01.728 -0700
28,11,A,206302,2026-07-13 13:09:01.728 -0700
34,79,A,158114,2026-07-13 13:09:01.728 -0700
32,10,A,203007,2026-07-13 13:09:01.728 -0700
11,50,A,207499,2026-07-13 13:09:01.728 -0700
17,11,B,93188,2026-07-13 13:09:01.728 -0700
4,58,A,205863,2026-07-13 13:09:01.728 -0700
35,49,B,103681,2026-07-13 13:09:01.728 -0700
26,93,A,152513,2026-07-13 13:09:01.728 -0700
3,44,B,37392,2026-07-13 13:09:01.728 -0700
21,1,B,140167,2026-07-13 13:09:01.728 -0700
45,81,B,118221,2026-07-13 13:09:01.728 -0700
7,41,B,70713,2026-07-13 13:09:01.728 -0700
35,36,B,103681,2026-07-13 13:09:01.728 -0700
20,42,A,203742,2026-07-13 13:09:01.728 -0700
11,20,A,207499,2026-07-13 13:09:01.728 -0700
26,1,A,152513,2026-07-13 13:09:01.728 -0700
25,55,B,128107,2026-07-13 13:09:01.728 -0700
29,54,B,93638,2026-07-13 13:09:01.728 -0700
39,20,A,184109,2026-07-13 13:09:01.728 -0700
41,46,A,196321,2026-07-13 13:09:01.728 -0700
10,90,B,126512,2026-07-13 13:09:01.728 -0700
14,42,A,200898,2026-07-13 13:09:01.728 -0700
20,90,A,203742,2026-07-13 13:09:01.728 -0700
18,16,B,120653,2026-07-13 13:09:01.728 -0700
28,10,A,206302,2026-07-13 13:09:01.728 -0700
19,21,A,203819,2026-07-13 13:09:01.728 -0700
13,27,A,219622,2026-07-13 13:09:01.728 -0700
18,17,B,120653,2026-07-13 13:09:01.728 -0700
40,83,A,155083,2026-07-13 13:09:01.728 -0700
18,85,B,120653,2026-07-13 13:09:01.728 -0700
7,13,B,70713,2026-07-13 13:09:01.728 -0700
38,85,C,39690,2026-07-13 13:09:01.728 -0700
17,31,B,93188,2026-07-13 13:09:01.728 -0700
43,38,C,41062,2026-07-13 13:09:01.728 -0700
1,12,A,151315,2026-07-13 13:09:01.728 -0700
3,54,B,37392,2026-07-13 13:09:01.728 -0700
41,24,A,196321,2026-07-13 13:09:01.728 -0700
38,74,C,39690,2026-07-13 13:09:01.728 -0700
31,79,A,203750,2026-07-13 13:09:01.728 -0700
32,12,A,203007,2026-07-13 13:09:01.728 -0700
21,11,B,140167,2026-07-13 13:09:01.728 -0700
45,17,B,118221,2026-07-13 13:09:01.728 -0700
8,32,A,155078,2026-07-13 13:09:01.728 -0700
3,32,B,37392,2026-07-13 13:09:01.728 -0700
45,30,B,118221,2026-07-13 13:09:01.728 -0700
17,93,B,93188,2026-07-13 13:09:01.728 -0700
6,34,A,202505,2026-07-13 13:09:01.728 -0700
28,34,A,206302,2026-07-13 13:09:01.728 -0700
22,1,B,119557,2026-07-13 13:09:01.728 -0700
6,58,A,202505,2026-07-13 13:09:01.728 -0700
22,91,B,119557,2026-07-13 13:09:01.728 -0700
20,81,A,203742,2026-07-13 13:09:01.728 -0700
31,8,A,203750,2026-07-13 13:09:01.728 -0700
1,92,A,151315,2026-07-13 13:09:01.728 -0700
35,26,B,103681,2026-07-13 13:09:01.728 -0700
34,83,A,158114,2026-07-13 13:09:01.728 -0700
42,21,C,39690,2026-07-13 13:09:01.728 -0700
43,87,C,41062,2026-07-13 13:09:01.728 -0700
6,87,A,202505,2026-07-13 13:09:01.728 -0700
3,13,B,37392,2026-07-13 13:09:01.728 -0700
19,90,A,203819,2026-07-13 13:09:01.728 -0700
35,95,B,103681,2026-07-13 13:09:01.728 -0700
3,85,B,37392,2026-07-13 13:09:01.728 -0700
32,1,A,203007,2026-07-13 13:09:01.728 -0700
28,33,A,206302,2026-07-13 13:09:01.728 -0700
28,38,A,206302,2026-07-13 13:09:01.728 -0700
43,80,C,41062,2026-07-13 13:09:01.728 -0700
5,32,B,34875,2026-07-13 13:09:01.728 -0700
16,92,B,57197,2026-07-13 13:09:01.728 -0700
19,12,A,203819,2026-07-13 13:09:01.728 -0700
7,22,B,70713,2026-07-13 13:09:01.728 -0700
28,96,A,206302,2026-07-13 13:09:01.728 -0700
25,33,B,128107,2026-07-13 13:09:01.728 -0700
9,56,B,125833,2026-07-13 13:09:01.728 -0700
42,87,C,39690,2026-07-13 13:09:01.728 -0700
34,82,A,158114,2026-07-13 13:09:01.728 -0700
28,24,A,206302,2026-07-13 13:09:01.728 -0700
24,98,A,203819,2026-07-13 13:09:01.728 -0700
41,74,A,196321,2026-07-13 13:09:01.728 -0700
29,17,B,93638,2026-07-13 13:09:01.728 -0700
10,55,B,126512,2026-07-13 13:09:01.728 -0700
19,60,A,203819,2026-07-13 13:09:01.728 -0700
26,17,A,152513,2026-07-13 13:09:01.728 -0700
16,2,B,57197,2026-07-13 13:09:01.728 -0700
1,60,A,151315,2026-07-13 13:09:01.728 -0700
9,28,B,125833,2026-07-13 13:09:01.728 -0700
3,72,B,37392,2026-07-13 13:09:01.728 -0700
19,20,A,203819,2026-07-13 13:09:01.728 -0700
27,24,A,204184,2026-07-13 13:09:01.728 -0700
37,59,C,39910,2026-07-13 13:09:01.728 -0700
2,95,A,202307,2026-07-13 13:09:01.728 -0700
19,34,A,203819,2026-07-13 13:09:01.728 -0700
2,31,A,202307,2026-07-13 13:09:01.728 -0700
39,29,A,184109,2026-07-13 13:09:01.728 -0700
14,14,A,200898,2026-07-13 13:09:01.728 -0700
28,35,A,206302,2026-07-13 13:09:01.728 -0700
4,29,A,205863,2026-07-13 13:09:01.728 -0700
6,13,A,202505,2026-07-13 13:09:01.728 -0700
42,44,C,39690,2026-07-13 13:09:01.728 -0700
16,23,B,57197,2026-07-13 13:09:01.728 -0700
14,1,A,200898,2026-07-13 13:09:01.728 -0700
1,91,A,151315,2026-07-13 13:09:01.728 -0700
19,49,A,203819,2026-07-13 13:09:01.728 -0700
20,7,A,203742,2026-07-13 13:09:01.728 -0700
22,40,B,119557,2026-07-13 13:09:01.728 -0700
19,81,A,203819,2026-07-13 13:09:01.728 -0700
4,94,A,205863,2026-07-13 13:09:01.728 -0700
12,44,B,112238,2026-07-13 13:09:01.728 -0700
31,2,A,203750,2026-07-13 13:09:01.728 -0700
40,56,A,155083,2026-07-13 13:09:01.728 -0700
22,14,B,119557,2026-07-13 13:09:01.728 -0700
35,40,B,103681,2026-07-13 13:09:01.728 -0700
6,26,A,202505,2026-07-13 13:09:01.728 -0700
43,7,C,41062,2026-07-13 13:09:01.728 -0700
32,59,A,203007,2026-07-13 13:09:01.728 -0700
24,34,A,203819,2026-07-13 13:09:01.728 -0700
9,41,B,125833,2026-07-13 13:09:01.728 -0700
37,27,C,39910,2026-07-13 13:09:01.728 -0700
26,10,A,152513,2026-07-13 13:09:01.728 -0700
24,22,A,203819,2026-07-13 13:09:01.728 -0700
37,93,C,39910,2026-07-13 13:09:01.728 -0700
25,94,B,128107,2026-07-13 13:09:01.728 -0700
1,52,A,151315,2026-07-13 13:09:01.728 -0700
25,34,B,128107,2026-07-13 13:09:01.728 -0700
27,16,A,204184,2026-07-13 13:09:01.728 -0700
21,72,B,140167,2026-07-13 13:09:01.728 -0700
43,72,C,41062,2026-07-13 13:09:01.728 -0700
41,48,A,196321,2026-07-13 13:09:01.728 -0700
1,54,A,151315,2026-07-13 13:09:01.728 -0700
18,11,B,120653,2026-07-13 13:09:01.728 -0700
23,35,B,114533,2026-07-13 13:09:01.728 -0700
5,17,B,34875,2026-07-13 13:09:01.728 -0700
20,40,A,203742,2026-07-13 13:09:01.728 -0700
7,19,B,70713,2026-07-13 13:09:01.728 -0700
15,74,B,123737,2026-07-13 13:09:01.728 -0700
40,7,A,155083,2026-07-13 13:09:01.728 -0700
4,45,A,205863,2026-07-13 13:09:01.728 -0700
32,36,A,203007,2026-07-13 13:09:01.728 -0700
27,12,A,204184,2026-07-13 13:09:01.728 -0700
6,32,A,202505,2026-07-13 13:09:01.728 -0700
18,33,B,120653,2026-07-13 13:09:01.728 -0700
44,92,C,39910,2026-07-13 13:09:01.728 -0700
29,24,B,93638,2026-07-13 13:09:01.728 -0700
37,74,C,39910,2026-07-13 13:09:01.728 -0700
31,28,A,203750,2026-07-13 13:09:01.728 -0700
6,47,A,202505,2026-07-13 13:09:01.728 -0700
11,18,A,207499,2026-07-13 13:09:01.728 -0700
29,28,B,93638,2026-07-13 13:09:01.728 -0700
27,7,A,204184,2026-07-13 13:09:01.728 -0700
23,7,B,114533,2026-07-13 13:09:01.728 -0700
20,95,A,203742,2026-07-13 13:09:01.728 -0700
5,30,B,34875,2026-07-13 13:09:01.728 -0700
3,21,B,37392,2026-07-13 13:09:01.728 -0700
10,71,B,126512,2026-07-13 13:09:01.728 -0700
40,94,A,155083,2026-07-13 13:09:01.728 -0700
21,91,B,140167,2026-07-13 13:09:01.728 -0700
36,38,A,39910,2026-07-13 13:09:01.728 -0700
37,6,C,39910,2026-07-13 13:09:01.728 -0700
23,55,B,114533,2026-07-13 13:09:01.728 -0700
37,21,C,39910,2026-07-13 13:09:01.728 -0700
6,7,A,202505,2026-07-13 13:09:01.728 -0700
30,60,C,42988,2026-07-13 13:09:01.728 -0700
38,72,C,39690,2026-07-13 13:09:01.728 -0700
21,5,B,140167,2026-07-13 13:09:01.728 -0700
30,6,C,42988,2026-07-13 13:09:01.728 -0700
42,38,C,39690,2026-07-13 13:09:01.728 -0700
21,33,B,140167,2026-07-13 13:09:01.728 -0700
8,3,A,155078,2026-07-13 13:09:01.728 -0700
16,82,B,57197,2026-07-13 13:09:01.728 -0700
17,1,B,93188,2026-07-13 13:09:01.728 -0700
34,1,A,158114,2026-07-13 13:09:01.728 -0700
1,23,A,151315,2026-07-13 13:09:01.728 -0700
45,2,B,118221,2026-07-13 13:09:01.728 -0700
26,92,A,152513,2026-07-13 13:09:01.728 -0700
31,30,A,203750,2026-07-13 13:09:01.728 -0700
14,18,A,200898,2026-07-13 13:09:01.728 -0700
27,19,A,204184,2026-07-13 13:09:01.728 -0700
12,74,B,112238,2026-07-13 13:09:01.728 -0700
10,48,B,126512,2026-07-13 13:09:01.728 -0700
17,45,B,93188,2026-07-13 13:09:01.728 -0700
10,60,B,126512,2026-07-13 13:09:01.728 -0700
43,22,C,41062,2026-07-13 13:09:01.728 -0700
21,40,B,140167,2026-07-13 13:09:01.728 -0700
42,12,C,39690,2026-07-13 13:09:01.728 -0700
37,10,C,39910,2026-07-13 13:09:01.728 -0700
3,46,B,37392,2026-07-13 13:09:01.728 -0700
31,35,A,203750,2026-07-13 13:09:01.728 -0700
36,56,A,39910,2026-07-13 13:09:01.728 -0700
23,95,B,114533,2026-07-13 13:09:01.728 -0700
29,4,B,93638,2026-07-13 13:09:01.728 -0700
17,41,B,93188,2026-07-13 13:09:01.728 -0700
15,87,B,123737,2026-07-13 13:09:01.728 -0700
26,72,A,152513,2026-07-13 13:09:01.728 -0700
25,10,B,128107,2026-07-13 13:09:01.728 -0700
16,67,B,57197,2026-07-13 13:09:01.728 -0700
16,74,B,57197,2026-07-13 13:09:01.728 -0700
38,23,C,39690,2026-07-13 13:09:01.728 -0700
27,20,A,204184,2026-07-13 13:09:01.728 -0700
26,97,A,152513,2026-07-13 13:09:01.728 -0700
23,59,B,114533,2026-07-13 13:09:01.728 -0700
35,16,B,103681,2026-07-13 13:09:01.728 -0700
21,24,B,140167,2026-07-13 13:09:01.728 -0700
19,83,A,203819,2026-07-13 13:09:01.728 -0700
44,42,C,39910,2026-07-13 13:09:01.728 -0700
